burnout_level,profile_type,high_burnout,age_norm,experience_years_norm,daily_work_hours_norm,sleep_hours_norm,caffeine_intake_norm,bugs_per_day_norm,commits_per_day_norm,meetings_per_day_norm,screen_time_norm,exercise_hours_norm,stress_level_norm,sleep_quality_norm,workload_index_norm,age_scaled_norm,experience_years_scaled_norm,daily_work_hours_scaled_norm,sleep_hours_scaled_norm,caffeine_intake_scaled_norm,bugs_per_day_scaled_norm,commits_per_day_scaled_norm,meetings_per_day_scaled_norm,screen_time_scaled_norm,exercise_hours_scaled_norm,stress_level_scaled_norm
Medium,Riesgo,0,0.75,0.47368,0.317,0.746,0.71429,0.89474,0.2069,0.33333,0.24692,0.625,0.4732,0.52411,0.25227,0.75,0.47368,0.317,0.746,0.71429,0.89474,0.2069,0.33333,0.24692,0.625,0.4732
High,Riesgo,1,0.20833,0.73684,0.963,0.334,0.0,0.42105,0.27586,0.11111,0.88105,0.855,0.7555,0.10103,0.38888,0.20833,0.73684,0.963,0.334,0.0,0.42105,0.27586,0.11111,0.88105,0.855,0.7555
Medium,Riesgo,0,0.20833,0.57895,0.348,0.064,0.85714,0.0,0.58621,0.33333,0.52748,0.225,0.4114,0.10368,0.49144,0.20833,0.57895,0.348,0.064,0.85714,0.0,0.58621,0.33333,0.52748,0.225,0.4114
,Riesgo,0,0.08333,0.84211,0.347,0.202,0.85714,0.57895,0.75862,0.77778,0.51107,0.03,0.724,0.15662,0.68154,0.08333,0.84211,0.347,0.202,0.85714,0.57895,0.75862,0.77778,0.51107,0.03,0.724
Medium,Riesgo,0,0.25,0.15789,0.596,0.446,0.14286,0.47368,0.37931,0.77778,0.47252,0.385,0.5798,0.25841,0.50159,0.25,0.15789,0.596,0.446,0.14286,0.47368,0.37931,0.77778,0.47252,0.385,0.5798
High,Riesgo,1,0.75,0.31579,0.971,0.956,0.85714,0.31579,0.2069,0.44444,0.82034,0.885,0.7086,0.28328,0.41171,0.75,0.31579,0.971,0.956,0.85714,0.31579,0.2069,0.44444,0.82034,0.885,0.7086
Medium,Riesgo,0,0.29167,0.42105,0.983,0.722,0.14286,0.68421,0.62069,0.11111,0.92945,0.505,0.566,0.18931,0.60457,0.29167,0.42105,0.983,0.722,0.14286,0.68421,0.62069,0.11111,0.92945,0.505,0.566
Medium,Riesgo,0,0.375,0.94737,0.58,0.828,1.0,0.0,0.72414,0.66667,0.56194,0.53,0.5572,0.35025,0.68852,0.375,0.94737,0.58,0.828,1.0,0.0,0.72414,0.66667,0.56194,0.53,0.5572
Medium,Riesgo,0,0.79167,0.31579,0.001,0.278,1.0,0.73684,0.7931,0.22222,0.0,0.51,0.3842,0.52643,0.52379,0.79167,0.31579,0.001,0.278,1.0,0.73684,0.7931,0.22222,0.0,0.51,0.3842
High,Riesgo,1,0.58333,0.05263,0.901,0.684,1.0,0.0,0.51724,0.55556,0.78999,0.575,0.7033,0.21832,0.60837,0.58333,0.05263,0.901,0.684,1.0,0.0,0.51724,0.55556,0.78999,0.575,0.7033
Medium,Riesgo,0,0.58333,0.26316,0.57,0.862,0.28571,0.63158,0.86207,0.88889,0.71042,0.055,0.6302,0.29675,0.81328,0.58333,0.26316,0.57,0.862,0.28571,0.63158,0.86207,0.88889,0.71042,0.055,0.6302
High,Riesgo,1,0.0,0.89474,0.366,0.492,0.85714,1.0,0.24138,0.44444,0.54225,0.56,0.7728,0.2455,0.30493,0.0,0.89474,0.366,0.492,0.85714,1.0,0.24138,0.44444,0.54225,0.56,0.7728
Medium,Riesgo,0,0.79167,0.26316,0.829,0.43,0.0,0.05263,1.0,0.88889,0.79327,0.65,0.6175,0.14681,0.95263,0.79167,0.26316,0.829,0.43,0.0,0.05263,1.0,0.88889,0.79327,0.65,0.6175
Low,Riesgo,0,0.25,0.63158,0.4,0.72,0.85714,0.10526,0.62069,0.33333,0.46596,0.64,0.276,0.36156,0.52358,0.25,0.63158,0.4,0.72,0.85714,0.10526,0.62069,0.33333,0.46596,0.64,0.276
Medium,Riesgo,0,0.125,0.94737,0.034,0.56,0.71429,0.15789,0.17241,0.88889,0.03035,0.73,0.4089,0.6685,0.27701,0.125,0.94737,0.034,0.56,0.71429,0.15789,0.17241,0.88889,0.03035,0.73,0.4089
Medium,Riesgo,0,0.20833,0.05263,0.821,0.994,0.0,0.78947,0.03448,0.0,0.8466,0.52,0.6293,0.28453,0.18968,0.20833,0.05263,0.821,0.994,0.0,0.78947,0.03448,0.0,0.8466,0.52,0.6293
Medium,Riesgo,0,1.0,0.57895,0.546,0.426,0.85714,0.57895,1.0,0.33333,0.39459,0.9,0.5033,0.28743,0.78706,1.0,0.57895,0.546,0.426,0.85714,0.57895,1.0,0.33333,0.39459,0.9,0.5033
Low,Riesgo,0,0.0,0.73684,0.338,0.176,0.0,0.15789,0.03448,0.0,0.27892,0.465,0.1156,0.24187,0.08754,0.0,0.73684,0.338,0.176,0.0,0.15789,0.03448,0.0,0.27892,0.465,0.1156
Medium,Riesgo,0,0.16667,0.52632,0.251,0.472,0.85714,0.57895,0.96552,0.88889,0.137,0.52,0.5749,0.48962,0.80926,0.16667,0.52632,0.251,0.472,0.85714,0.57895,0.96552,0.88889,0.137,0.52,0.5749
Medium,Riesgo,0,0.91667,0.26316,0.594,0.236,0.14286,0.31579,0.24138,0.77778,0.54307,0.78,0.532,0.15803,0.41658,0.91667,0.26316,0.594,0.236,0.14286,0.31579,0.24138,0.77778,0.54307,0.78,0.532
High,Riesgo,1,0.0,0.89474,0.208,0.562,0.42857,1.0,0.89655,0.77778,0.379,0.835,0.702,0.34977,0.73673,0.0,0.89474,0.208,0.562,0.42857,1.0,0.89655,0.77778,0.379,0.835,0.702
Medium,Riesgo,0,0.125,0.21053,0.324,0.126,1.0,0.10526,0.31034,0.66667,0.51764,0.65,0.5077,0.128,0.38063,0.125,0.21053,0.324,0.126,1.0,0.10526,0.31034,0.66667,0.51764,0.65,0.5077
Medium,Riesgo,0,0.875,0.89474,0.637,0.95,0.14286,0.21053,0.68966,0.88889,0.67104,0.125,0.4061,0.33928,0.72172,0.875,0.89474,0.637,0.95,0.14286,0.21053,0.68966,0.88889,0.67104,0.125,0.4061
Medium,Riesgo,0,0.04167,0.10526,0.882,0.86,0.57143,0.57895,0.68966,0.22222,0.89746,0.33,0.5507,0.2333,0.64665,0.04167,0.10526,0.882,0.86,0.57143,0.57895,0.68966,0.22222,0.89746,0.33,0.5507
High,Riesgo,1,0.375,0.10526,0.533,0.156,1.0,0.57895,0.48276,0.66667,0.45283,0.02,0.8246,0.15971,0.53056,0.375,0.10526,0.533,0.156,1.0,0.57895,0.48276,0.66667,0.45283,0.02,0.8246
High,Riesgo,1,0.16667,0.47368,0.759,0.172,0.85714,1.0,0.65517,0.55556,0.72272,0.295,1.0,0.09,0.66293,0.16667,0.47368,0.759,0.172,0.85714,1.0,0.65517,0.55556,0.72272,0.295,1.0
Medium,Riesgo,0,0.375,0.94737,0.763,0.512,0.28571,0.31579,0.89655,0.44444,0.79737,0.57,0.6986,0.16848,0.79065,0.375,0.94737,0.763,0.512,0.28571,0.31579,0.89655,0.44444,0.79737,0.57,0.6986
Medium,Riesgo,0,0.0,0.10526,0.664,0.772,0.0,0.57895,0.86207,0.88889,0.63741,0.805,0.6143,0.29842,0.83316,0.0,0.10526,0.664,0.772,0.0,0.57895,0.86207,0.88889,0.63741,0.805,0.6143
Low,Riesgo,0,0.5,0.57895,0.246,0.22,0.57143,0.05263,0.65517,0.33333,0.15997,0.585,0.2381,0.33663,0.51216,0.5,0.57895,0.246,0.22,0.57143,0.05263,0.65517,0.33333,0.15997,0.585,0.2381
High,Riesgo,1,0.20833,0.78947,0.867,0.06,0.71429,0.68421,0.7931,0.22222,0.88351,0.04,0.8551,0.02921,0.70691,0.20833,0.78947,0.867,0.06,0.71429,0.68421,0.7931,0.22222,0.88351,0.04,0.8551
Medium,Riesgo,0,0.5,0.84211,0.436,0.546,1.0,0.78947,0.06897,0.22222,0.35931,0.26,0.5499,0.35486,0.17171,0.5,0.84211,0.436,0.546,1.0,0.78947,0.06897,0.22222,0.35931,0.26,0.5499
Low,Riesgo,0,0.58333,0.31579,0.044,0.692,0.57143,0.31579,0.89655,0.11111,0.0,0.58,0.0878,0.80335,0.57517,0.58333,0.31579,0.044,0.692,0.57143,0.31579,0.89655,0.11111,0.0,0.58,0.0878
Low,Riesgo,0,0.125,0.63158,0.245,0.244,1.0,0.15789,0.51724,0.0,0.28712,0.71,0.53795,0.26777,0.36392,0.125,0.63158,0.245,0.244,1.0,0.15789,0.51724,0.0,0.28712,0.71,0.53795
Medium,Riesgo,0,0.5,0.05263,0.766,0.74,0.42857,1.0,0.06897,0.22222,0.50533,0.865,0.6476,0.34811,0.24149,0.5,0.05263,0.766,0.74,0.42857,1.0,0.06897,0.22222,0.50533,0.865,0.6476
Low,Riesgo,0,0.95833,0.15789,0.069,0.95,0.85714,0.21053,0.24138,0.77778,0.19278,0.97,0.257,0.67725,0.30556,0.95833,0.15789,0.069,0.95,0.85714,0.21053,0.24138,0.77778,0.19278,0.97,0.257
Low,Riesgo,0,0.79167,0.47368,0.147,0.138,0.0,0.68421,0.62069,0.55556,0.26005,0.89,0.2629,0.2345,0.51237,0.79167,0.47368,0.147,0.138,0.0,0.68421,0.62069,0.55556,0.26005,0.89,0.2629
Low,Riesgo,0,0.95833,0.31579,0.694,0.512,0.14286,0.47368,0.37931,0.11111,0.58326,0.465,0.2565,0.23631,0.39543,0.95833,0.31579,0.694,0.512,0.14286,0.47368,0.37931,0.11111,0.58326,0.465,0.2565
Medium,Riesgo,0,0.58333,0.84211,0.893,0.056,0.0,0.21053,0.58621,0.77778,0.97867,0.745,0.5957,0.01441,0.69127,0.58333,0.84211,0.893,0.056,0.0,0.21053,0.58621,0.77778,0.97867,0.745,0.5957
Medium,Riesgo,0,0.29167,1.0,0.634,0.206,1.0,0.05263,0.41379,0.44444,0.72026,0.24,0.651,0.10052,0.46733,0.29167,1.0,0.634,0.206,1.0,0.05263,0.41379,0.44444,0.72026,0.24,0.651
,Riesgo,0,0.16667,0.26316,0.222,0.09,0.28571,0.21053,0.34483,0.33333,0.14766,0.065,0.3715,0.27695,0.31677,0.16667,0.26316,0.222,0.09,0.28571,0.21053,0.34483,0.33333,0.14766,0.065,0.3715
Low,Riesgo,0,0.58333,0.94737,0.053,0.404,0.57143,0.10526,0.96552,0.0,0.21821,0.055,0.1143,0.38569,0.59822,0.58333,0.94737,0.053,0.404,0.57143,0.10526,0.96552,0.0,0.21821,0.055,0.1143
Low,Riesgo,0,0.125,0.21053,0.615,0.82,0.57143,0.47368,0.41379,0.0,0.54963,0.24,0.2545,0.35357,0.37873,0.125,0.21053,0.615,0.82,0.57143,0.47368,0.41379,0.0,0.54963,0.24,0.2545
Low,Riesgo,0,0.45833,0.47368,0.047,0.578,0.57143,0.36842,0.68966,0.33333,0.21411,0.04,0.3051,0.47306,0.49122,0.45833,0.47368,0.047,0.578,0.57143,0.36842,0.68966,0.33333,0.21411,0.04,0.3051
Medium,Riesgo,0,0.5,0.42105,0.613,0.222,0.14286,0.47368,0.89655,0.88889,0.69483,0.85,0.5133,0.11128,0.84352,0.5,0.42105,0.613,0.222,0.14286,0.47368,0.89655,0.88889,0.69483,0.85,0.5133
Low,Riesgo,0,0.04167,0.63158,0.226,0.04,0.14286,0.05263,0.06897,1.0,0.16489,0.49,0.2979,0.23992,0.27532,0.04167,0.63158,0.226,0.04,0.14286,0.05263,0.06897,1.0,0.16489,0.49,0.2979
High,Riesgo,1,0.75,0.94737,0.905,0.554,0.14286,0.68421,0.17241,1.0,0.88925,0.81,0.721,0.15639,0.48234,0.75,0.94737,0.905,0.554,0.14286,0.68421,0.17241,1.0,0.88925,0.81,0.721
Medium,Riesgo,0,0.75,0.26316,0.475,0.132,0.71429,0.15789,0.89655,0.55556,0.60213,0.94,0.3541,0.10654,0.7509,0.75,0.26316,0.475,0.132,0.71429,0.15789,0.89655,0.55556,0.60213,0.94,0.3541
,Riesgo,0,0.125,0.15789,0.224,0.342,0.85714,0.57895,0.75862,0.0,0.21903,0.995,0.5883,0.35523,0.50751,0.125,0.15789,0.224,0.342,0.85714,0.57895,0.75862,0.0,0.21903,0.995,0.5883
High,Riesgo,1,0.125,0.10526,0.853,0.51,0.28571,1.0,0.06897,0.77778,0.65546,0.935,0.9541,0.21016,0.36562,0.125,0.10526,0.853,0.51,0.28571,1.0,0.06897,0.77778,0.65546,0.935,0.9541
Low,Riesgo,0,0.41667,0.10526,0.254,0.904,0.71429,0.68421,0.82759,0.88889,0.14684,0.715,0.3299,0.70929,0.72531,0.41667,0.10526,0.254,0.904,0.71429,0.68421,0.82759,0.88889,0.14684,0.715,0.3299
Medium,Riesgo,0,0.16667,0.15789,0.307,0.082,1.0,0.78947,0.86207,0.11111,0.21739,0.44,0.4459,0.23094,0.60964,0.16667,0.15789,0.307,0.082,1.0,0.78947,0.86207,0.11111,0.21739,0.44,0.4459
Medium,Riesgo,0,0.79167,0.21053,0.834,0.668,0.71429,0.21053,0.0,0.55556,0.61526,0.6,0.6015,0.27446,0.27701,0.79167,0.21053,0.834,0.668,0.71429,0.21053,0.0,0.55556,0.61526,0.6,0.6015
High,Riesgo,1,0.41667,0.36842,0.309,0.014,0.71429,0.78947,0.44828,0.66667,0.2904,0.815,0.707,0.16452,0.46204,0.41667,0.36842,0.309,0.014,0.71429,0.78947,0.44828,0.66667,0.2904,0.815,0.707
,Riesgo,0,0.375,0.78947,0.41,0.63,1.0,0.15789,0.75862,0.0,0.36423,0.9,0.1654,0.38605,0.54684,0.375,0.78947,0.41,0.63,1.0,0.15789,0.75862,0.0,0.36423,0.9,0.1654
Low,Riesgo,0,0.29167,0.10526,0.348,0.552,0.0,0.10526,0.65517,0.44444,0.50533,0.955,0.337,0.28185,0.55487,0.29167,0.10526,0.348,0.552,0.0,0.10526,0.65517,0.44444,0.50533,0.955,0.337
Low,Riesgo,0,0.20833,0.57895,0.116,0.812,0.42857,0.0,0.2069,0.44444,0.2379,0.73,0.0,0.56324,0.23092,0.20833,0.57895,0.116,0.812,0.42857,0.0,0.2069,0.44444,0.2379,0.73,0.0
Low,Riesgo,0,0.20833,0.36842,0.039,0.532,1.0,0.15789,0.82759,0.22222,0.28712,0.54,0.252,0.39533,0.55297,0.20833,0.36842,0.039,0.532,1.0,0.15789,0.82759,0.22222,0.28712,0.54,0.252
Medium,Riesgo,0,0.29167,0.63158,0.725,0.352,0.85714,0.42105,0.27586,0.11111,0.81952,0.97,0.6264,0.11909,0.33855,0.29167,0.63158,0.725,0.352,0.85714,0.42105,0.27586,0.11111,0.81952,0.97,0.6264
Medium,Riesgo,0,0.91667,0.15789,0.645,0.242,0.0,0.0,0.0,0.0,0.54143,0.96,0.53795,0.1606,0.13132,0.91667,0.15789,0.645,0.242,0.0,0.0,0.0,0.0,0.54143,0.96,0.53795
High,Riesgo,1,0.58333,0.68421,0.282,0.086,1.0,0.78947,0.31034,0.55556,0.41345,0.48,0.9504,0.14701,0.3506,0.58333,0.68421,0.282,0.086,1.0,0.78947,0.31034,0.55556,0.41345,0.48,0.9504
Low,Riesgo,0,0.54167,0.68421,0.296,0.534,0.14286,0.10526,0.41379,0.66667,0.4799,0.65,0.3256,0.28698,0.43815,0.54167,0.68421,0.296,0.534,0.14286,0.10526,0.41379,0.66667,0.4799,0.65,0.3256
Medium,Riesgo,0,0.41667,0.63158,0.945,0.888,1.0,0.26316,0.37931,0.11111,1.0,0.81,0.5275,0.21196,0.44851,0.41667,0.63158,0.945,0.888,1.0,0.26316,0.37931,0.11111,1.0,0.81,0.5275
High,Riesgo,1,0.45833,0.26316,0.988,0.514,0.28571,0.63158,0.10345,0.11111,1.0,0.435,0.7334,0.12188,0.28843,0.45833,0.26316,0.988,0.514,0.28571,0.63158,0.10345,0.11111,1.0,0.435,0.7334
Medium,Riesgo,0,0.5,0.84211,0.473,0.74,1.0,0.84211,0.2069,0.44444,0.57588,0.83,0.687,0.31448,0.30641,0.5,0.84211,0.473,0.74,1.0,0.84211,0.2069,0.44444,0.57588,0.83,0.687
Medium,Riesgo,0,0.29167,0.15789,0.802,0.298,0.71429,0.73684,0.31034,0.55556,0.68335,0.11,0.6844,0.13706,0.46056,0.29167,0.15789,0.802,0.298,0.71429,0.73684,0.31034,0.55556,0.68335,0.11,0.6844
Medium,Riesgo,0,0.70833,0.36842,0.737,0.448,0.0,0.57895,0.72414,0.22222,0.56112,0.48,0.4011,0.22337,0.63713,0.70833,0.36842,0.737,0.448,0.0,0.57895,0.72414,0.22222,0.56112,0.48,0.4011
Medium,Riesgo,0,1.0,0.84211,0.297,0.324,0.85714,0.36842,0.82759,0.22222,0.33306,0.485,0.4927,0.27768,0.60753,1.0,0.84211,0.297,0.324,0.85714,0.36842,0.82759,0.22222,0.33306,0.485,0.4927
Medium,Riesgo,0,0.0,0.10526,0.059,0.11,0.57143,0.78947,0.96552,0.0,0.0,0.685,0.4957,0.41406,0.59949,0.0,0.10526,0.059,0.11,0.57143,0.78947,0.96552,0.0,0.0,0.685,0.4957
Medium,Riesgo,0,0.58333,0.84211,0.143,0.416,0.85714,0.10526,0.2069,0.55556,0.37408,0.115,0.3855,0.29396,0.25777,0.58333,0.84211,0.143,0.416,0.85714,0.10526,0.2069,0.55556,0.37408,0.115,0.3855
Medium,Riesgo,0,0.29167,0.42105,0.838,0.764,0.71429,0.15789,0.48276,0.88889,0.73421,0.51,0.6744,0.2593,0.63734,0.29167,0.42105,0.838,0.764,0.71429,0.15789,0.48276,0.88889,0.73421,0.51,0.6744
Medium,Riesgo,0,0.41667,0.05263,0.731,0.394,0.85714,0.31579,0.62069,0.11111,0.84331,0.9,0.5394,0.12502,0.55128,0.41667,0.05263,0.731,0.394,0.85714,0.31579,0.62069,0.11111,0.84331,0.9,0.5394
Medium,Riesgo,0,0.45833,0.63158,0.664,0.65,0.0,0.73684,0.2069,0.0,0.72765,0.305,0.4457,0.22835,0.26221,0.45833,0.63158,0.664,0.65,0.0,0.73684,0.2069,0.0,0.72765,0.305,0.4457
Medium,Riesgo,0,0.45833,1.0,0.131,0.758,0.57143,0.52632,0.86207,0.88889,0.17227,0.325,0.6253,0.60325,0.72045,0.45833,1.0,0.131,0.758,0.57143,0.52632,0.86207,0.88889,0.17227,0.325,0.6253
High,Riesgo,1,0.125,0.05263,0.64,0.322,1.0,0.78947,0.44828,0.44444,0.49303,0.775,0.7393,0.2054,0.48974,0.125,0.05263,0.64,0.322,1.0,0.78947,0.44828,0.44444,0.49303,0.775,0.7393
Medium,Riesgo,0,0.625,1.0,0.772,0.798,0.0,0.68421,0.68966,0.77778,0.64069,0.415,0.6167,0.30521,0.72912,0.625,1.0,0.772,0.798,0.0,0.68421,0.68966,0.77778,0.64069,0.415,0.6167
High,Riesgo,1,0.125,0.52632,0.861,0.338,1.0,0.63158,0.44828,0.33333,0.85644,0.835,0.7734,0.10721,0.51533,0.125,0.52632,0.861,0.338,1.0,0.63158,0.44828,0.33333,0.85644,0.835,0.7734
Low,Riesgo,0,0.16667,0.73684,0.013,0.256,0.0,0.42105,0.58621,0.77778,0.21247,0.4,0.2862,0.31813,0.50518,0.16667,0.73684,0.013,0.256,0.0,0.42105,0.58621,0.77778,0.21247,0.4,0.2862
High,Riesgo,1,0.95833,0.52632,0.684,0.222,1.0,0.89474,0.31034,0.44444,0.81214,0.51,0.8544,0.08518,0.41446,0.95833,0.52632,0.684,0.222,1.0,0.89474,0.31034,0.44444,0.81214,0.51,0.8544
Low,Riesgo,0,0.16667,0.10526,0.019,0.2,0.71429,0.10526,0.06897,0.55556,0.0,0.525,0.3372,0.47426,0.14697,0.16667,0.10526,0.019,0.2,0.71429,0.10526,0.06897,0.55556,0.0,0.525,0.3372
High,Riesgo,1,0.29167,0.10526,0.707,0.738,1.0,1.0,0.17241,0.55556,0.5603,0.935,0.8351,0.32088,0.35589,0.29167,0.10526,0.707,0.738,1.0,1.0,0.17241,0.55556,0.5603,0.935,0.8351
Low,Riesgo,0,0.375,0.57895,0.636,0.888,0.0,0.21053,0.96552,0.55556,0.46514,0.325,0.3187,0.42353,0.82724,0.375,0.57895,0.636,0.888,0.0,0.21053,0.96552,0.55556,0.46514,0.325,0.3187
Low,Riesgo,0,0.66667,0.21053,0.148,0.23,0.14286,0.05263,0.72414,0.11111,0.13618,0.365,0.0361,0.36009,0.49144,0.66667,0.21053,0.148,0.23,0.14286,0.05263,0.72414,0.11111,0.13618,0.365,0.0361
High,Riesgo,1,0.33333,1.0,0.766,0.086,0.85714,0.84211,0.75862,1.0,0.82691,0.97,0.9652,0.04537,0.81243,0.33333,1.0,0.766,0.086,0.85714,0.84211,0.75862,1.0,0.82691,0.97,0.9652
Medium,Riesgo,0,0.875,0.31579,0.068,0.314,0.57143,0.78947,0.72414,1.0,0.05004,0.74,0.3927,0.48966,0.64369,0.875,0.31579,0.068,0.314,0.57143,0.78947,0.72414,1.0,0.05004,0.74,0.3927
High,Riesgo,1,0.75,0.31579,0.826,0.658,1.0,1.0,0.27586,0.88889,0.78671,0.775,1.0,0.21207,0.50793,0.75,0.31579,0.826,0.658,1.0,1.0,0.27586,0.88889,0.78671,0.775,1.0
Medium,Riesgo,0,0.54167,0.63158,0.262,0.368,0.28571,0.63158,0.44828,0.66667,0.29122,0.295,0.5896,0.32021,0.4521,0.54167,0.63158,0.262,0.368,0.28571,0.63158,0.44828,0.66667,0.29122,0.295,0.5896
High,Riesgo,1,0.29167,0.42105,0.689,0.55,0.42857,1.0,0.68966,0.22222,0.60131,0.53,0.8773,0.24192,0.60584,0.29167,0.42105,0.689,0.55,0.42857,1.0,0.68966,0.22222,0.60131,0.53,0.8773
High,Riesgo,1,0.33333,0.63158,0.924,0.744,0.85714,0.52632,0.68966,0.11111,0.89007,0.315,0.7098,0.20542,0.63438,0.33333,0.63158,0.924,0.744,0.85714,0.52632,0.68966,0.11111,0.89007,0.315,0.7098
Low,Riesgo,0,0.875,0.57895,0.34,0.408,0.71429,0.36842,0.7931,0.33333,0.37326,0.26,0.2818,0.29118,0.61662,0.875,0.57895,0.34,0.408,0.71429,0.36842,0.7931,0.33333,0.37326,0.26,0.2818
Medium,Riesgo,0,0.41667,0.63158,0.503,1.0,0.57143,0.21053,0.24138,0.77778,0.45201,0.535,0.4232,0.47307,0.39734,0.41667,0.63158,0.503,1.0,0.57143,0.21053,0.24138,0.77778,0.45201,0.535,0.4232
Medium,Riesgo,0,0.91667,0.47368,0.463,0.298,0.14286,0.05263,0.0,0.88889,0.53568,0.99,0.4113,0.18164,0.262,0.91667,0.47368,0.463,0.298,0.14286,0.05263,0.0,0.88889,0.53568,0.99,0.4113
Medium,Riesgo,0,0.0,0.0,0.158,0.978,0.57143,0.15789,0.06897,1.0,0.15094,0.215,0.3861,0.74313,0.26094,0.0,0.0,0.158,0.978,0.57143,0.15789,0.06897,1.0,0.15094,0.215,0.3861
Medium,Riesgo,0,0.54167,0.36842,0.59,0.204,0.28571,0.10526,0.96552,0.11111,0.62428,0.245,0.5595,0.12375,0.73292,0.54167,0.36842,0.59,0.204,0.28571,0.10526,0.96552,0.11111,0.62428,0.245,0.5595
Medium,Riesgo,0,0.16667,0.78947,0.743,0.492,0.71429,0.05263,0.72414,0.55556,0.85316,0.245,0.5115,0.14885,0.70184,0.16667,0.78947,0.743,0.492,0.71429,0.05263,0.72414,0.55556,0.85316,0.245,0.5115
Medium,Riesgo,0,0.83333,0.63158,0.917,0.75,0.57143,0.10526,0.17241,0.77778,0.92125,0.79,0.6562,0.19854,0.44259,0.83333,0.63158,0.917,0.75,0.57143,0.10526,0.17241,0.77778,0.92125,0.79,0.6562
High,Riesgo,1,0.54167,0.10526,0.851,0.702,0.85714,0.78947,0.0,0.22222,0.76456,0.51,0.7373,0.23133,0.21717,0.54167,0.10526,0.851,0.702,0.85714,0.78947,0.0,0.22222,0.76456,0.51,0.7373
High,Riesgo,1,0.125,0.10526,0.51,0.812,0.14286,1.0,0.58621,0.88889,0.59311,0.385,0.991,0.33034,0.63142,0.125,0.10526,0.51,0.812,0.14286,1.0,0.58621,0.88889,0.59311,0.385,0.991
Medium,Riesgo,0,0.875,0.21053,0.719,0.344,0.71429,0.42105,0.31034,0.33333,0.78507,0.845,0.6844,0.12487,0.40072,0.875,0.21053,0.719,0.344,0.71429,0.42105,0.31034,0.33333,0.78507,0.845,0.6844
,Riesgo,0,0.91667,0.52632,0.801,0.93,0.14286,0.26316,0.75862,0.44444,0.69319,0.295,0.4387,0.32387,0.7141,0.91667,0.52632,0.801,0.93,0.14286,0.26316,0.75862,0.44444,0.69319,0.295,0.4387
High,Riesgo,1,1.0,0.31579,0.499,0.12,0.71429,0.73684,0.55172,0.66667,0.56522,0.39,0.9194,0.11239,0.56566,1.0,0.31579,0.499,0.12,0.71429,0.73684,0.55172,0.66667,0.56522,0.39,0.9194
Low,Riesgo,0,0.0,0.47368,0.499,0.03,0.42857,0.21053,0.86207,0.44444,0.16653,0.075,0.3194,0.23378,0.71368,0.0,0.47368,0.499,0.03,0.42857,0.21053,0.86207,0.44444,0.16653,0.075,0.3194
Medium,Riesgo,0,0.875,0.47368,0.438,0.3,0.28571,0.42105,0.68966,0.33333,0.55701,0.12,0.545,0.17515,0.57391,0.875,0.47368,0.438,0.3,0.28571,0.42105,0.68966,0.33333,0.55701,0.12,0.545
Medium,Riesgo,0,0.91667,1.0,0.842,0.798,0.42857,0.26316,0.0,0.33333,0.71698,0.135,0.4993,0.27541,0.23641,0.91667,1.0,0.842,0.798,0.42857,0.26316,0.0,0.33333,0.71698,0.135,0.4993
Medium,Riesgo,0,0.75,0.05263,0.597,0.672,0.85714,0.10526,0.72414,0.44444,0.72683,0.345,0.4571,0.23504,0.64982,0.75,0.05263,0.597,0.672,0.85714,0.10526,0.72414,0.44444,0.72683,0.345,0.4571
High,Riesgo,1,0.29167,0.10526,0.724,0.436,0.85714,0.63158,0.75862,0.22222,0.71206,0.525,0.8096,0.17033,0.65553,0.29167,0.10526,0.724,0.436,0.85714,0.63158,0.75862,0.22222,0.71206,0.525,0.8096
Medium,Riesgo,0,0.58333,0.36842,0.499,0.256,0.85714,0.73684,0.24138,0.88889,0.19688,0.0,0.6846,0.32865,0.41764,0.58333,0.36842,0.499,0.256,0.85714,0.73684,0.24138,0.88889,0.19688,0.0,0.6846
Medium,Riesgo,0,0.83333,0.52632,0.964,0.06,0.0,0.52632,0.96552,0.11111,0.85808,0.19,0.4175,0.03322,0.81201,0.83333,0.52632,0.964,0.06,0.0,0.52632,0.96552,0.11111,0.85808,0.19,0.4175
Medium,Riesgo,0,0.58333,0.63158,0.404,0.338,0.85714,0.47368,0.37931,0.66667,0.3749,0.175,0.6813,0.26222,0.43984,0.58333,0.63158,0.404,0.338,0.85714,0.47368,0.37931,0.66667,0.3749,0.175,0.6813
High,Riesgo,1,0.33333,0.31579,0.654,0.46,0.14286,0.73684,0.62069,0.33333,0.51354,0.255,0.7878,0.24605,0.57729,0.33333,0.31579,0.654,0.46,0.14286,0.73684,0.62069,0.33333,0.51354,0.255,0.7878
Medium,Riesgo,0,0.83333,0.63158,0.019,0.688,0.42857,0.26316,0.44828,0.77778,0.0,0.165,0.4239,0.80067,0.42187,0.83333,0.63158,0.019,0.688,0.42857,0.26316,0.44828,0.77778,0.0,0.165,0.4239
Low,Riesgo,0,0.33333,0.05263,0.127,0.646,0.14286,0.68421,1.0,0.66667,0.13946,0.195,0.3432,0.5805,0.76189,0.33333,0.05263,0.127,0.646,0.14286,0.68421,1.0,0.66667,0.13946,0.195,0.3432
